DEM_AGE_LONG,DEM_AGE_SHORT,DEM_GENDER,DEM_REGION,DEM_EDUCATION_LONG,DEM_EDUCATION_SHORT,DEM_MARITALSTATUS_LONG,DEM_MARITALSTATUS_SHORT,DEM_HOUSEHOLDSIZE,DEM_FAMILYINCOME_LONG,DEM_FAMILYINCOME_SHORT,DEM_EMPLOYMENT,DEM_ETHNICITY_LONG,DEM_ETHNICITY_SHORT,IDNUM,RANDOMSPLIT,Q01_ATAHC,Q01_ATWT,Q01_AOSS,Q01_CS,Q01_E,Q01_ESBPAY,Q01_GMIFP,Q01_HAJ,Q01_HHI,Q01_HQ,Q01_I,Q01_KAH,Q01_NOFHFAE,Q01_PHP,Q01_PRS,Q01_PESACAOW,Q01_RE,Q01_SM,Q01_ST,Q01_WAPL,Q01A,Q02,Q03,Q04,Q05,Q06,Q07_1,Q07_2,Q07_3,Q07_4,Q07_5,Q7_TOPPRIORITIES,Q08_1,Q08_2,Q08_3,Q08_4,Q09_1,Q09_2,Q09_3,Q09_4,Q09_5,Q10,Q11A,Q11B,Q12,Q13A,Q13B,Q14_1,Q14_2,Q14_3,Q14_4,Q15A_ATGE,Q15A_AHC,Q15A_AHI,Q15A_CE,Q15A_D,Q15A_ER,Q15A_GBM,Q15A_HITH,Q15A_L,Q15A_PCB,Q15A_TBSTLI,Q15A_OTH,Q15B_1,Q15B_2,Q15B_3,Q15B_4,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q17_ICTPI,Q17_ICRMO,Q17_MCMKM,Q17_TCHSA,Q17_IPALO,Q17_BAMOT,Q17_IIVIT,Q17_IAWOC,Q17_IETBA,Q17_MOTCH,Q17_IFHAT,Q17_MOTCC,Q17_MCCWT,Q17_MCHTR,Q17_MCWTT,Q17_IKMNW,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q20_1,Q20_2,Q20_3,Q20_4,Q21,Q22_1,Q22_2,Q23,Q24,Q25,Q26,Q27,Q28,Q28A,Q29A_1,Q29A_2,Q29A_3,Q29A_4,Q29A_5,Q29A_6,Q29A_7,Q29A_8,Q29B,Q30_1,Q30_2,Q30_3,Q30_4,Q31_1,Q31_2,Q32,Q33,Q33A,Q34,WEIGHT
57,2,2,4,9,2,1,1,1,14,5,1,2,2,1010,2,5,5,4,5,5,3,5,5,5,5,5,5,3,5,5,5,5,1,5,3,3,2,2,2,1,2,4,,,,,1,5,5,4,4,5,5,5,2,3,4,,1,1,,3,3,3,1,2,0,0,0,1,0,0,0,0,0,1,1,0,4,2,2,2,19,-1,71,9,20,65,10,-1,2,3,1,2,2,2,2,1,2,1,2,3,2,3,2,2,4,4,4,2,2,3,4,3,2,2,2,2,2,2,4,4,4,2,2,5,5,2,2,2,6,2,1,2,1,2,2,2,2,2,2,2,,0,0,1,0,4,4,4,2,,2,0.6166328481
38,1,2,4,13,4,1,1,4,12,4,1,2,2,1011,2,5,5,5,5,5,4,5,3,5,4,5,5,5,5,2,5,4,5,5,4,8,3,2,1,1,1,4,3,5,,,3,5,5,5,5,5,5,5,5,4,5,,2,3,,1,3,1,3,2,0,0,0,1,0,1,0,1,0,0,0,0,4,2,2,3,32,39,27,22,31,71,21,-1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,5,4,4,2,3,5,4,2,2,2,4,2,1,2,1,2,2,2,2,2,2,2,,0,0,1,0,2,2,1,1,2,2,1.054834237
48,1,1,3,12,4,1,1,2,16,7,1,3,3,1012,2,2,2,3,4,5,5,4,4,2,3,5,3,3,5,3,4,3,5,4,5,9,3,3,1,3,2,3,,,,,1,1,1,1,1,1,4,4,5,5,1,,1,3,,4,1,1,1,3,0,0,0,1,0,0,0,1,0,1,0,0,5,3,4,5,50,50,-1,77,-1,23,96,1,2,2,2,3,1,1,1,1,2,2,4,2,3,4,1,1,2,3,4,3,3,3,3,3,2,2,2,2,1,2,3,4,3,4,2,3,1,2,2,2,6,2,1,2,1,2,2,2,2,2,2,2,,0,1,0,0,3,3,1,2,,2,0.6682318977
57,2,2,4,8,1,1,1,2,13,4,1,1,1,1013,2,3,1,3,4,3,3,5,4,3,3,2,4,2,4,1,5,1,5,4,3,11,2,2,2,2,2,,,,,,0,3,3,3,3,4,4,4,4,3,2,,1,3,,4,2,1,1,3,0,0,0,1,0,0,1,0,0,1,0,0,5,3,4,4,79,80,79,100,-1,-1,-1,0,2,1,1,3,1,2,2,3,3,3,3,2,2,2,2,1,4,4,4,4,5,3,3,3,2,2,2,2,2,2,4,4,5,3,3,1,1,2,1,2,6,2,3,6,2,1,2,2,2,2,2,2,,0,0,1,0,1,1,4,2,,2,0.7294036838
51,2,2,3,11,3,1,1,3,12,4,7,2,2,1014,2,5,1,3,5,5,5,5,4,5,5,5,5,5,5,1,5,4,5,5,4,6,2,2,1,2,2,3,,,,,1,3,3,3,4,5,5,5,5,5,3,,1,1,,4,2,2,3,3,0,1,1,0,0,0,0,0,0,1,0,0,4,3,3,3,37,46,64,45,60,47,60,64,1,1,1,1,1,1,3,1,1,4,1,2,2,4,2,1,3,4,3,3,3,3,3,3,2,2,2,2,2,2,5,5,5,5,5,5,3,2,1,1,6,2,9,,1,2,3,2,2,2,2,2,,0,0,1,0,1,3,1,2,,2,1.04950894
59,2,2,1,12,4,1,1,2,16,7,1,1,1,1015,2,5,3,3,4,5,3,5,4,5,3,5,4,4,4,3,5,3,5,5,4,1,1,2,2,2,2,1,,,,,1,5,5,4,5,5,5,5,4,4,1,,1,3,,2,3,3,3,3,0,1,1,0,0,1,0,0,0,0,0,0,3,3,3,3,7,50,50,25,13,50,50,8,3,2,2,1,1,1,3,1,2,1,4,2,2,2,1,1,4,5,4,4,4,4,4,1,2,2,2,2,2,2,4,3,2,3,3,1,1,2,1,2,2,2,3,2,1,2,2,2,2,2,2,2,,1,0,0,0,4,3,4,1,2,2,0.4478344915
34,1,1,2,11,3,5,4,1,12,4,1,1,1,1016,1,4,2,4,2,3,3,5,2,3,4,4,5,3,5,3,5,1,3,5,5,9,2,2,2,2,3,,,,,,0,1,1,3,1,1,4,4,4,4,1,1,,3,4,,1,1,1,3,0,0,0,0,0,0,1,0,1,1,0,0,5,5,2,4,27,82,86,99,-1,21,98,37,2,1,1,1,1,2,2,2,1,2,4,3,4,3,2,2,5,4,5,4,5,1,1,1,1,1,2,2,2,2,1,1,5,5,3,4,3,2,1,2,6,1,3,2,1,2,2,2,2,2,2,2,,0,0,1,0,3,3,1,2,,2,0.8646101866
35,1,2,1,9,2,2,2,4,1,1,1,2,2,1017,2,2,1,1,3,1,1,5,1,5,3,1,3,3,3,1,5,1,5,5,4,11,1,1,1,1,1,1,2,4,3,5,5,3,3,3,3,3,3,3,3,3,3,,1,3,,4,3,3,3,3,0,1,1,0,0,0,0,1,0,0,0,0,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,2,3,3,2,1,2,6,2,1,-1,2,2,2,2,1,2,2,2,,0,0,1,0,4,3,4,1,2,2,1.249535393
49,1,1,2,9,2,1,1,4,7,2,1,1,1,1018,2,5,3,2,2,3,4,3,3,5,3,4,3,2,5,2,5,2,4,4,4,1,1,2,2,2,3,1,,,,,1,5,5,3,4,5,4,5,3,4,1,,2,3,,4,1,1,3,3,0,1,1,0,0,0,0,0,0,0,1,0,3,3,3,3,1,-1,77,11,4,-1,-1,-1,1,2,3,1,2,1,2,1,4,4,3,1,1,1,1,1,3,3,2,1,1,1,1,1,2,2,2,1,2,2,4,5,3,5,4,3,2,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,1,0,0,1,0,3,3,4,2,,2,1.45663107
24,1,2,2,10,3,5,4,3,5,2,4,3,3,1019,1,5,3,3,4,5,5,4,4,5,4,4,5,4,4,3,5,4,4,5,5,1,1,2,1,2,1,1,1,3,,,3,4,5,3,5,5,4,5,3,4,4,1,,1,2,,2,2,3,3,0,0,1,1,0,0,0,0,0,0,1,0,4,3,2,2,50,63,50,50,50,62,50,50,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,3,3,4,5,4,3,3,1,1,2,2,2,2,3,4,5,4,4,3,3,1,1,1,5,2,1,2,3,3,3,3,1,3,3,3,,0,1,0,0,3,2,3,1,2,2,1.708165267
46,1,2,1,12,4,1,1,4,14,5,6,1,1,1020,2,5,3,4,4,3,5,5,4,3,4,4,5,5,4,3,5,4,5,5,4,10,1,1,1,1,2,1,2,3,4,,4,5,5,4,4,5,5,5,3,2,5,,2,3,,4,2,3,2,3,0,0,0,1,0,1,1,0,0,0,0,0,3,2,1,1,-1,-1,-1,-1,-1,-1,-1,35,2,2,2,3,2,3,3,3,2,3,2,3,2,2,2,2,4,4,5,4,4,4,4,3,1,1,2,1,1,2,3,3,3,3,3,3,2,1,1,1,2,1,3,2,1,3,3,1,3,3,3,3,,0,0,1,0,4,3,4,2,,2,0.9854971376
59,2,2,3,9,2,1,1,2,16,7,2,1,1,1021,1,3,4,4,4,4,3,5,3,3,3,3,4,3,4,3,3,3,5,5,3,3,2,1,2,2,2,2,,,,,1,4,4,4,5,5,4,4,4,4,5,1,,3,4,,1,1,2,2,0,0,0,1,0,0,1,0,0,1,0,0,3,4,2,3,21,18,50,51,14,21,50,17,3,1,1,1,1,1,2,1,4,1,3,2,1,1,1,1,3,3,3,3,3,2,3,3,1,1,1,1,2,2,1,1,1,1,2,5,5,2,2,2,6,2,1,5,1,2,2,2,2,2,2,2,,0,1,0,0,3,3,2,1,2,2,0.6172342843
57,2,1,3,11,3,1,1,2,15,6,1,1,1,1022,1,4,2,3,4,4,3,4,4,4,4,4,4,3,4,2,4,3,5,4,4,7,2,3,2,2,2,,,,,,0,2,4,3,2,4,4,4,4,4,3,1,,3,4,,2,2,2,3,1,0,0,1,0,0,0,0,0,1,0,0,3,3,3,3,-1,65,37,38,32,25,53,31,2,1,1,1,2,2,2,1,2,1,2,1,2,2,1,1,3,4,4,4,4,3,3,3,2,2,2,2,2,2,4,4,4,4,2,1,1,2,2,2,6,2,1,2,1,2,2,2,2,2,2,2,,0,0,1,0,3,3,4,2,,2,0.477018075
57,2,2,1,9,2,3,2,2,9,3,5,2,2,1023,1,4,3,3,4,4,4,3,4,4,3,3,3,4,4,3,3,3,4,3,4,,1,1,1,1,2,1,4,1,3,,4,5,5,5,5,4,5,2,4,4,4,1,,3,4,,3,3,3,2,0,1,0,0,1,0,0,0,0,0,1,0,5,2,2,1,38,28,32,28,27,35,34,29,2,3,3,4,3,3,3,2,3,2,3,3,3,3,2,3,4,4,2,4,4,4,4,4,1,1,1,1,2,1,1,1,1,1,2,5,3,2,2,2,6,2,1,1,1,1,1,1,2,2,2,2,,0,1,0,0,4,4,2,2,,2,1.073204797
46,1,1,3,10,3,1,1,2,13,4,1,3,3,1024,2,5,3,5,5,5,4,5,5,5,5,4,5,5,5,4,5,3,5,5,5,3,1,1,1,2,1,2,1,1,5,,4,5,5,3,4,5,5,5,3,3,4,,1,3,,1,3,3,3,3,1,1,0,1,0,0,0,0,0,0,0,0,2,2,2,2,-1,39,22,31,0,0,0,100,2,1,1,3,1,1,3,3,3,3,-1,3,2,3,3,2,4,4,4,4,4,4,4,4,1,1,2,2,2,2,2,2,2,2,3,4,4,2,2,2,2,2,1,1,1,1,1,3,3,3,3,3,,0,0,1,0,3,3,3,1,2,2,0.9350300431
58,2,1,4,9,2,1,1,2,14,5,1,1,1,1025,1,3,3,3,3,3,4,4,3,4,3,3,4,2,3,2,4,4,5,4,3,7,2,2,2,2,2,,,,,,0,3,4,4,3,5,4,4,4,4,4,1,,3,4,,2,2,3,3,0,1,1,0,0,0,0,0,0,1,0,0,3,3,3,2,59,37,-1,-1,28,22,58,21,3,1,1,1,1,1,1,1,2,1,3,3,2,2,2,1,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,1,2,1,2,6,2,1,2,1,2,2,2,2,1,2,2,,0,0,1,0,3,3,3,2,,2,0.9109639831
47,1,1,2,12,4,1,1,5,15,6,1,2,2,1026,2,3,1,3,2,2,3,4,1,1,2,3,3,3,4,1,3,3,5,4,1,7,2,2,2,2,2,,,,,,0,4,4,3,2,4,4,4,4,4,2,,1,2,,3,3,3,3,3,0,0,0,0,0,1,0,0,0,1,1,0,4,4,4,3,12,50,51,19,-1,36,-1,50,2,3,3,2,2,2,2,2,3,3,3,3,2,2,2,2,4,4,3,3,4,3,3,3,1,1,2,2,2,2,3,3,3,3,3,1,1,2,2,2,6,2,3,2,1,2,2,2,2,2,2,2,,0,0,1,0,3,3,3,2,,2,1.103482577
69,3,1,2,9,2,1,1,2,17,8,2,1,1,1027,1,3,3,3,3,3,4,3,4,4,3,3,4,3,4,3,3,4,5,5,3,7,2,2,2,3,2,,,,,,0,2,3,3,2,3,4,4,4,4,1,1,,3,4,,1,1,1,3,0,0,0,0,0,0,1,0,0,1,0,1,5,3,3,5,3,4,100,80,0,10,97,-1,3,1,1,1,2,3,3,2,3,2,3,2,1,1,1,1,5,1,1,1,2,1,1,1,1,1,2,2,2,2,1,3,3,3,2,4,4,1,2,2,1,2,2,,2,2,2,1,2,2,2,2,,0,0,1,0,1,3,3,2,,2,0.7800493522
33,1,1,4,13,4,1,1,2,14,5,1,1,1,1028,2,4,4,3,3,3,4,4,4,4,3,3,4,3,4,2,4,3,4,4,4,,1,1,1,1,1,1,5,2,3,4,5,4,4,4,4,5,5,5,5,5,5,,1,1,,3,3,3,3,2,0,1,1,0,0,1,0,0,0,0,0,0,4,4,4,2,17,20,24,29,16,19,23,20,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,3,3,3,3,3,3,3,2,2,1,3,2,2,,1,3,3,3,3,3,3,3,,0,1,0,0,2,2,2,2,,1,0.8992845482
65,3,2,1,10,3,1,1,2,8,3,5,1,1,1029,2,5,1,2,2,1,4,4,5,5,4,1,4,4,5,1,5,1,5,5,4,7,1,1,1,1,2,4,1,1,2,,4,5,5,5,5,5,5,5,5,5,5,,1,3,,3,3,3,3,3,0,1,1,0,0,1,0,0,0,0,0,0,5,1,1,1,37,60,12,11,4,52,21,23,1,2,2,1,3,1,1,3,2,2,3,2,3,1,1,2,4,4,1,1,3,1,1,1,1,1,2,1,1,2,2,5,4,5,4,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,,1,0,0,0,1,1,4,2,,2,0.9013256592
81,3,1,4,13,4,1,1,2,16,7,5,1,1,1030,1,4,2,3,3,4,2,5,4,4,3,3,4,5,4,4,4,1,5,3,3,11,2,2,2,2,3,,,,,,0,5,4,4,3,5,5,4,4,4,5,1,,3,3,,3,3,3,3,0,0,1,0,0,1,0,0,0,1,0,0,2,2,3,1,14,1,36,10,9,14,34,4,3,2,2,2,2,2,3,2,4,2,3,2,2,3,3,1,4,4,3,4,5,4,4,1,1,1,2,2,2,2,2,3,3,2,2,1,1,2,2,2,6,2,3,2,2,2,2,1,2,1,2,2,,0,0,1,0,3,3,4,1,2,1,0.4076553719
28,1,2,2,12,4,3,2,1,13,4,1,1,1,1031,2,4,2,4,3,4,4,4,4,4,3,4,3,3,3,1,4,2,2,4,3,,2,1,2,2,2,2,,,,,1,4,4,3,3,5,4,4,2,3,4,,1,1,,2,2,2,3,3,0,0,1,0,0,0,0,0,1,1,0,0,2,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,1,2,1,1,2,1,2,2,1,2,2,1,3,3,3,4,3,4,4,4,1,1,2,2,2,2,3,4,4,4,2,1,1,1,1,1,5,2,1,2,1,2,2,2,2,2,2,2,,0,1,0,0,4,3,1,2,,2,1.003359079
38,1,2,3,10,3,1,1,5,2,1,1,3,3,1032,1,5,3,5,5,5,5,3,5,5,5,5,4,5,5,5,5,1,5,5,3,12,2,2,1,1,2,4,3,,,,2,5,2,2,3,3,5,5,3,3,3,1,,2,4,,2,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,2,5,1,1,10,50,7,7,17,14,14,50,2,1,1,1,2,1,2,1,2,1,2,1,1,2,1,1,2,3,3,2,3,3,2,2,2,2,2,2,2,2,3,3,5,5,4,3,5,2,2,1,3,1,1,5,2,2,2,2,2,2,2,2,1,0,0,1,0,1,1,4,2,,2,0.8704581407
27,1,1,3,12,4,5,4,4,16,7,1,1,1,1033,1,5,3,4,4,4,4,5,4,4,4,4,4,5,5,3,5,4,5,5,5,9,1,1,1,2,1,1,2,3,5,,4,4,5,5,4,5,5,5,4,4,5,2,,3,3,,2,2,3,3,0,1,0,1,0,0,0,1,0,0,0,0,3,2,3,1,39,-1,-1,39,-1,-1,-1,40,3,1,1,2,1,2,2,1,3,3,2,3,3,4,3,2,4,4,4,5,4,4,4,4,1,1,2,2,2,2,4,5,2,4,2,2,2,2,2,2,6,2,1,2,1,2,2,2,2,2,2,2,,0,0,1,0,2,2,4,2,,2,1.833698846
71,3,2,3,11,3,1,1,2,11,3,5,1,1,1034,2,5,3,4,4,5,4,4,4,5,4,5,4,4,5,4,5,3,5,5,4,1,2,2,2,2,2,,,,,,0,3,3,4,4,4,5,5,5,5,2,,1,1,,3,3,3,3,3,0,1,1,0,0,1,0,0,0,0,0,0,3,2,2,1,22,52,67,-1,31,29,-1,20,3,3,3,1,2,3,3,3,3,1,2,3,2,1,1,2,4,3,3,3,4,3,3,3,2,1,2,2,2,2,3,3,3,3,2,5,2,1,2,2,4,2,3,2,2,2,2,1,2,2,2,1,,0,0,1,0,3,2,2,1,2,2,0.8771983807
50,2,2,2,11,3,1,1,3,9,3,1,1,1,1035,1,5,1,5,1,4,1,5,5,5,3,5,4,3,3,3,4,2,4,3,2,6,1,1,2,2,3,2,1,,,,2,2,4,4,3,4,5,4,5,4,4,1,,1,4,,1,1,1,2,0,0,0,1,0,0,1,1,0,0,0,0,5,3,4,3,18,34,21,42,41,37,47,48,1,2,1,4,1,1,1,1,4,3,3,2,2,4,2,1,3,4,2,3,4,3,3,3,1,1,2,2,2,2,2,5,5,3,2,3,3,1,1,1,2,2,2,,2,2,2,2,1,2,2,2,,0,1,0,0,3,4,4,1,2,2,0.879256676
83,3,2,4,11,3,4,3,1,11,3,5,1,1,1036,1,5,1,4,5,4,4,4,4,5,4,3,5,5,4,5,5,3,5,5,3,1,1,1,1,1,1,2,4,1,5,3,5,5,5,4,5,5,5,5,5,5,5,1,,3,4,,2,2,2,3,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,24,25,70,29,28,68,27,28,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,5,5,5,5,5,5,3,3,1,1,1,1,1,2,3,2,2,4,3,5,5,2,2,2,6,2,1,2,2,2,2,1,2,2,2,2,,0,1,0,0,4,4,2,2,,2,0.5778250984
77,3,2,3,9,2,1,1,2,12,4,5,1,1,1037,1,2,2,2,2,2,3,3,3,2,3,3,2,2,3,2,3,3,2,3,3,,1,2,1,1,2,4,1,3,,,3,3,3,3,3,4,4,4,4,4,2,2,,3,4,,1,1,3,3,0,0,0,0,1,0,1,0,1,0,0,0,5,4,5,4,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,2,1,2,2,2,1,2,2,1,2,1,2,3,2,2,2,2,2,2,2,1,1,2,2,2,2,4,4,5,5,2,1,1,1,2,2,5,1,1,2,2,2,2,2,2,1,2,2,,0,0,1,0,4,3,4,2,,2,1.146304057
53,2,1,4,13,4,1,1,3,16,7,1,6,5,1038,2,5,2,4,4,4,4,5,4,5,2,3,5,3,5,1,5,2,5,5,4,11,1,1,1,1,2,2,4,1,3,,4,5,5,5,5,5,5,5,5,2,5,,2,3,,2,3,3,3,3,0,1,1,0,0,1,0,0,0,0,0,0,2,1,1,1,42,38,50,50,42,39,41,43,2,2,1,2,3,2,3,3,4,2,2,2,2,3,2,1,3,4,4,4,4,4,4,2,1,1,1,1,1,2,3,4,5,3,2,1,1,2,2,2,-1,2,1,2,2,1,1,2,2,2,2,2,,0,0,1,0,4,3,4,1,2,2,0.9948754409
79,3,2,1,12,4,1,1,2,16,7,5,1,1,1039,2,5,3,3,2,4,4,5,4,5,3,4,4,4,5,3,5,3,5,5,4,6,2,2,2,2,2,,,,,,0,5,5,4,5,5,5,5,4,5,5,,1,1,,2,3,3,3,3,0,1,1,0,0,1,0,0,0,0,0,0,3,3,4,1,36,64,66,29,72,59,65,33,3,2,2,2,2,2,2,2,3,3,3,3,2,3,3,3,4,4,4,4,4,4,4,3,2,2,1,2,2,2,3,3,3,2,2,3,2,2,2,2,6,2,1,2,1,2,2,1,2,2,2,1,,0,0,1,0,4,3,4,2,,2,0.5709594056
33,1,1,3,11,3,5,4,3,2,1,4,2,2,1040,2,4,4,4,3,4,3,3,4,4,3,4,5,4,2,2,4,3,4,4,3,4,1,1,1,1,2,1,2,4,3,,4,5,5,5,4,5,5,4,5,5,4,,1,3,,3,3,3,3,2,0,1,1,0,0,0,0,0,0,1,0,0,2,1,1,1,63,33,-1,25,69,87,-1,90,2,2,1,2,1,1,2,1,2,2,1,2,3,2,2,1,4,4,2,2,3,2,4,3,2,2,2,2,2,2,4,3,2,4,2,3,3,1,2,2,3,2,1,2,2,2,2,2,2,2,2,2,1,0,0,1,0,3,4,3,2,,2,1.356181095
51,2,1,1,9,2,3,2,1,15,6,1,6,5,1041,2,5,2,3,3,5,2,5,5,5,5,5,3,2,4,3,5,5,5,5,5,18,2,2,2,2,2,,,,,,0,5,4,4,4,5,5,5,2,2,2,,1,3,,3,3,3,3,3,0,1,0,0,1,1,0,0,0,0,0,0,2,2,2,1,-1,-1,-1,22,8,26,32,0,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1,2,2,2,2,2,5,5,5,5,4,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,,0,0,1,0,3,3,1,2,,2,0.800288859
55,2,1,3,12,4,1,1,2,15,6,1,1,1,1042,2,2,2,4,2,2,5,4,3,1,2,2,4,2,5,2,4,3,5,5,2,19,3,3,1,2,1,3,5,,,,2,2,2,4,3,5,5,3,4,5,2,,1,1,,2,2,3,3,3,0,1,0,1,0,0,0,0,0,1,0,0,5,4,3,4,25,23,68,33,4,21,-1,75,2,2,2,2,2,1,1,2,1,2,4,2,2,4,1,3,4,3,4,3,2,3,3,3,2,2,2,2,2,2,3,5,5,5,2,4,3,1,2,2,6,2,2,,1,2,2,2,2,2,2,2,,0,0,1,0,4,4,1,2,,2,0.4028602188
64,2,2,3,9,2,1,1,1,14,5,1,2,2,1043,2,5,4,5,5,5,5,4,4,5,4,5,5,5,5,5,5,4,4,5,5,12,1,1,1,1,2,1,2,4,3,,4,5,5,4,5,5,5,5,4,5,5,,1,1,,4,2,3,3,3,0,1,1,0,0,0,0,0,0,1,0,0,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,1,1,1,2,1,2,3,4,3,3,2,3,3,2,2,2,5,2,1,2,1,2,3,1,3,3,3,3,,0,1,0,0,4,3,3,1,2,2,0.6166328481
53,2,2,4,10,3,1,1,2,15,6,1,1,1,1044,2,5,1,5,4,3,4,4,4,5,4,4,4,3,5,4,5,2,5,5,3,9,1,2,2,2,2,1,,,,,1,5,5,5,5,5,5,5,4,4,4,,1,1,,2,2,3,3,3,0,1,1,0,0,1,0,0,0,0,0,0,5,2,2,3,-1,-1,-1,41,-1,32,40,-1,4,4,4,3,4,3,4,4,4,4,4,4,3,2,2,3,4,4,4,4,4,4,4,3,1,1,2,2,1,2,3,3,3,3,3,3,2,2,2,2,4,2,1,2,1,2,2,2,2,2,2,2,,0,1,0,0,4,3,4,2,,2,0.6078132555
69,3,1,3,13,4,1,1,2,15,6,5,6,5,1045,1,4,3,3,3,3,3,4,2,4,3,3,4,3,4,3,4,2,5,4,3,7,2,2,2,2,3,,,,,,0,3,4,4,3,4,5,4,5,5,3,1,,3,4,,2,2,3,2,0,0,0,0,0,1,1,0,0,1,0,0,4,3,3,2,-1,-1,38,75,30,40,67,20,4,4,4,3,4,4,3,3,4,3,4,3,3,4,2,2,4,4,4,3,3,5,4,3,1,2,2,2,1,2,4,4,3,4,2,4,3,2,2,2,6,2,1,2,2,2,2,1,2,1,2,2,,0,0,1,0,4,3,4,2,,2,0.4449150167
65,3,2,1,9,2,1,1,2,14,5,1,1,1,1046,2,5,4,3,2,3,2,4,3,5,3,4,3,4,5,1,5,3,5,4,4,1,1,2,2,2,2,1,,,,,1,4,5,4,4,5,5,5,3,2,5,,1,1,,3,3,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,50,20,50,23,0,50,50,42,3,1,1,2,2,2,3,2,4,3,4,3,2,3,3,3,4,4,4,4,4,4,4,2,1,1,1,1,2,1,5,3,5,3,2,1,1,2,1,2,6,2,1,2,1,2,2,2,2,2,2,2,,0,0,1,0,4,3,4,2,,2,0.9299415334
39,1,1,1,13,4,1,1,4,12,4,1,4,4,1047,2,5,4,4,4,4,4,3,5,5,4,4,4,4,4,3,5,3,4,5,4,2,2,2,2,2,2,,,,,,0,4,3,3,3,4,4,4,4,4,5,,1,3,,1,3,3,3,3,0,0,0,1,0,0,1,0,0,1,0,0,3,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,1,1,1,1,1,1,3,3,3,3,3,5,5,2,1,2,4,2,1,2,1,2,2,2,2,2,2,2,,0,0,1,0,3,3,1,2,,2,1.201458079
71,3,1,1,10,3,1,1,2,13,4,5,1,1,1048,2,5,2,3,3,3,4,4,4,3,3,3,5,4,5,4,4,3,5,5,3,9,2,2,2,2,3,,,,,,0,2,3,4,1,3,4,4,4,3,1,,1,3,,4,2,2,1,3,0,0,0,0,0,0,1,1,0,1,0,0,5,3,3,4,16,-1,-1,34,33,63,21,20,3,4,4,3,3,3,4,3,4,3,3,3,2,1,1,1,4,3,3,3,4,5,3,3,1,1,2,2,1,2,4,5,3,3,1,5,2,2,2,2,4,2,1,2,2,2,1,1,2,2,2,2,,0,1,0,0,4,4,3,1,2,2,0.5704157811
48,1,2,4,10,3,5,4,1,3,1,6,1,1,1049,1,5,2,3,3,3,3,5,3,5,3,3,3,3,4,2,5,3,5,4,3,6,1,2,2,1,2,4,1,,,,2,4,5,4,4,4,4,4,3,2,5,1,,3,3,,2,2,2,2,0,1,1,0,0,0,0,0,0,1,0,0,4,3,3,5,28,45,14,38,13,76,26,37,2,1,1,2,1,1,1,1,2,2,2,2,3,2,2,1,4,4,4,3,4,4,4,4,2,2,2,2,2,2,2,2,2,3,4,2,3,2,1,1,5,1,1,2,2,2,2,1,1,2,2,3,,0,0,1,0,3,3,3,2,,2,0.7541610569
31,1,2,3,12,4,1,1,3,14,5,7,1,1,1050,2,4,2,4,4,3,3,3,5,3,3,3,4,3,5,4,4,3,3,5,4,9,2,1,2,1,3,4,2,,,,2,3,4,5,3,4,4,4,5,4,2,,1,1,,4,2,2,3,3,0,1,0,0,0,1,0,0,0,1,0,0,3,1,1,3,48,63,59,64,41,-1,60,33,2,2,1,1,2,2,2,2,3,2,2,2,1,3,2,1,3,3,3,3,4,2,3,3,2,2,2,2,2,2,5,5,4,4,1,5,5,2,1,1,6,1,1,1,1,2,2,2,2,2,2,2,,0,0,1,0,4,4,1,2,,2,2.050056975
