DEM_AGE_LONG,DEM_AGE_SHORT,DEM_GENDER,DEM_REGION,DEM_EDUCATION_LONG,DEM_EDUCATION_SHORT,DEM_MARITALSTATUS_LONG,DEM_MARITALSTATUS_SHORT,DEM_HOUSEHOLDSIZE,DEM_FAMILYINCOME_LONG,DEM_FAMILYINCOME_SHORT,DEM_EMPLOYMENT,DEM_ETHNICITY_LONG,DEM_ETHNICITY_SHORT,IDNUM,RANDOMSPLIT,Q01_ATAHC,Q01_ATWT,Q01_AOSS,Q01_CS,Q01_E,Q01_ESBPAY,Q01_GMIFP,Q01_HAJ,Q01_HHI,Q01_HQ,Q01_I,Q01_KAH,Q01_NOFHFAE,Q01_PHP,Q01_PRS,Q01_PESACAOW,Q01_RE,Q01_SM,Q01_ST,Q01_WAPL,Q01A,Q02,Q03,Q04,Q05,Q06,Q07_1,Q07_2,Q07_3,Q07_4,Q07_5,Q7_TOPPRIORITIES,Q08_1,Q08_2,Q08_3,Q08_4,Q09_1,Q09_2,Q09_3,Q09_4,Q09_5,Q10,Q11A,Q11B,Q12,Q13A,Q13B,Q14_1,Q14_2,Q14_3,Q14_4,Q15A_ATGE,Q15A_AHC,Q15A_AHI,Q15A_CE,Q15A_D,Q15A_ER,Q15A_GBM,Q15A_HITH,Q15A_L,Q15A_PCB,Q15A_TBSTLI,Q15A_OTH,Q15B_1,Q15B_2,Q15B_3,Q15B_4,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q17_ICTPI,Q17_ICRMO,Q17_MCMKM,Q17_TCHSA,Q17_IPALO,Q17_BAMOT,Q17_IIVIT,Q17_IAWOC,Q17_IETBA,Q17_MOTCH,Q17_IFHAT,Q17_MOTCC,Q17_MCCWT,Q17_MCHTR,Q17_MCWTT,Q17_IKMNW,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q20_1,Q20_2,Q20_3,Q20_4,Q21,Q22_1,Q22_2,Q23,Q24,Q25,Q26,Q27,Q28,Q28A,Q29A_1,Q29A_2,Q29A_3,Q29A_4,Q29A_5,Q29A_6,Q29A_7,Q29A_8,Q29B,Q30_1,Q30_2,Q30_3,Q30_4,Q31_1,Q31_2,Q32,Q33,Q33A,Q34,WEIGHT
24,1,1,4,10,3,1,1,2,16,7,1,1,1,2850,2,5,2,5,5,4,4,4,5,4,4,4,5,4,5,4,5,3,5,5,4,9,1,1,1,2,1,3,1,2,5,,4,4,4,4,2,5,5,5,5,5,5,,1,1,,4,2,2,3,3,0,1,0,0,0,0,0,1,0,1,0,0,3,3,3,2,28,27,28,10,20,0,-1,65,2,2,1,1,3,2,2,3,4,2,4,2,3,2,4,2,5,5,4,4,3,3,3,3,1,2,2,2,2,2,4,4,4,4,1,1,1,2,2,2,6,2,1,2,2,2,1,2,2,2,2,2,,0,0,1,0,4,4,3,2,,2,1.458367426
42,1,2,3,9,2,3,2,3,10,3,1,1,1,2851,2,5,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,1,1,1,4,2,1,5,3,5,3,3,3,3,5,5,5,5,5,5,,1,3,,3,1,1,3,3,1,1,0,0,0,0,0,0,0,1,0,0,5,3,3,3,2,53,-1,4,51,50,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,5,5,1,1,1,5,2,1,2,1,2,2,2,2,2,2,2,,0,0,1,0,1,1,1,1,2,2,1.217997091
54,2,2,2,9,2,1,1,3,6,2,1,3,3,2852,2,4,4,3,3,3,3,2,3,3,3,4,4,3,3,3,3,3,4,3,4,,1,1,1,1,2,3,2,1,1,,4,2,3,4,4,2,3,3,2,5,3,,1,3,,4,3,2,3,3,0,1,0,0,0,1,0,0,0,0,1,0,5,3,3,1,72,60,61,35,69,58,64,60,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,2,3,3,2,2,2,6,2,9,,2,2,3,3,2,3,3,3,1,0,0,1,0,2,2,1,2,,2,1.073053391
69,3,1,3,13,4,1,1,2,12,4,1,1,1,2853,2,3,2,3,3,4,3,5,3,3,2,3,4,3,4,4,3,1,4,4,3,11,2,2,2,2,2,,,,,,0,4,4,5,4,4,5,5,4,4,1,,1,1,,2,2,2,2,2,0,1,0,1,0,0,0,0,0,1,0,0,2,2,2,2,46,50,60,56,59,60,60,42,2,2,2,2,3,3,3,3,3,2,2,2,3,2,2,2,4,4,4,4,5,4,4,3,1,1,1,1,1,2,4,3,3,3,2,5,5,2,2,2,4,2,3,2,2,2,1,1,2,2,2,2,,0,1,0,0,4,3,3,1,2,2,0.5938206086
27,1,1,2,12,4,5,4,3,11,3,1,1,1,2854,2,2,1,3,3,2,4,5,2,3,3,3,2,3,3,4,4,2,2,4,2,11,3,3,2,1,3,4,,,,,1,1,1,4,1,3,4,2,4,4,1,,1,-1,,1,1,1,3,2,0,0,0,0,0,1,0,0,0,1,0,1,5,4,5,5,100,67,100,100,72,50,100,-1,3,4,3,1,1,2,3,1,2,3,3,2,3,2,3,2,4,3,5,3,4,3,2,1,1,1,2,2,1,2,5,5,3,5,3,5,4,1,1,1,2,1,2,,1,2,2,2,2,2,2,2,,0,0,1,0,4,3,3,1,2,2,1.781689462
70,3,2,3,10,3,1,1,2,16,7,5,1,1,2855,1,1,2,3,3,1,3,4,3,2,2,1,3,2,5,1,3,2,5,2,2,7,2,2,2,2,2,,,,,,0,4,4,4,3,4,3,4,4,3,3,1,,1,4,,2,2,2,2,1,0,0,0,0,0,1,0,0,1,0,0,3,2,2,2,50,-1,-1,-1,-1,-1,-1,-1,2,3,2,2,2,2,3,2,3,2,2,2,2,2,2,2,4,3,3,3,3,3,3,3,2,2,2,2,2,2,3,2,2,3,1,2,2,2,2,2,1,2,9,,1,1,1,1,3,3,2,1,,0,0,1,0,4,3,4,2,,2,0.6021930309
33,1,2,2,12,4,1,1,5,15,6,1,1,1,2856,2,3,2,4,3,3,4,3,3,3,3,4,3,4,5,2,4,3,5,3,3,7,2,1,1,2,2,3,2,,,,2,4,4,4,4,4,5,4,4,4,3,,1,1,,3,2,2,3,2,0,0,0,0,0,1,0,0,0,1,0,1,5,1,2,2,50,26,69,-1,-1,-1,21,-1,3,2,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,4,4,3,3,3,2,2,2,1,2,2,2,2,3,3,3,3,2,4,4,2,2,2,6,2,1,2,1,2,2,2,2,2,2,2,,0,1,0,0,4,3,2,2,,2,0.9095147561
47,1,2,3,11,3,3,2,3,14,5,1,1,1,2857,1,4,3,3,5,4,3,3,4,4,4,4,5,4,4,3,5,3,5,4,3,13,2,1,1,1,1,5,2,4,3,,4,4,4,5,4,5,5,4,4,5,4,2,,3,2,,2,3,2,3,1,1,0,0,0,0,0,0,0,0,1,0,2,1,1,1,-1,64,63,64,54,57,65,-1,2,2,2,1,2,2,2,1,2,2,3,2,2,1,1,1,4,4,4,3,4,4,4,2,1,1,2,2,2,2,4,5,4,4,3,3,3,2,2,2,6,1,3,2,1,2,2,2,2,2,2,2,,0,0,1,0,3,3,1,1,2,2,1.039407535
64,2,2,2,9,2,1,1,2,13,4,5,1,1,2858,1,1,2,3,4,3,5,5,4,5,4,4,3,4,5,3,5,3,5,5,4,3,2,2,2,2,3,,,,,,0,2,3,4,2,5,4,4,4,4,2,1,,2,4,,1,3,3,2,0,1,1,0,0,0,0,0,0,1,0,0,5,3,5,2,68,100,-1,69,-1,73,58,99,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,4,4,3,2,3,3,3,2,2,2,2,2,2,2,5,5,5,2,3,3,2,1,2,6,2,1,2,1,2,2,1,2,2,2,2,,0,0,1,0,4,3,4,2,,2,0.7294036838
35,1,2,3,11,3,1,1,4,3,1,1,6,5,2859,2,5,5,5,4,5,4,5,5,4,5,5,4,5,5,5,4,5,1,5,5,3,1,2,2,2,2,1,,,,,1,2,1,4,2,1,1,2,1,1,2,,1,1,,2,1,2,3,2,0,0,0,0,0,0,1,1,0,1,0,0,2,3,2,3,57,38,39,60,57,62,35,40,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,1,1,1,1,1,1,3,3,3,3,3,4,4,1,2,2,3,1,3,5,2,3,1,2,3,2,2,2,,0,1,0,0,3,3,2,1,1,2,0.8704581407
74,3,1,4,12,4,3,2,1,12,4,2,1,1,2860,1,4,3,3,3,3,4,5,4,4,3,4,4,4,5,4,4,3,5,5,2,3,2,2,2,2,2,,,,,,0,4,4,2,2,4,5,5,5,4,2,1,,3,4,,2,2,3,3,0,0,1,0,0,1,0,0,0,1,0,0,4,2,2,3,24,33,47,61,68,27,71,27,3,2,2,2,2,2,2,2,2,2,3,2,3,3,3,1,3,4,4,4,4,3,3,2,1,1,2,2,2,2,3,4,4,4,1,4,3,2,2,2,5,2,3,3,-1,-1,-1,1,-1,-1,-1,-1,,0,1,0,0,4,3,4,1,2,1,0.3911594676
51,2,1,3,10,3,5,4,1,4,2,6,1,1,2861,2,5,3,3,4,4,3,3,3,5,4,5,3,4,4,1,5,2,5,4,4,12,1,1,2,1,2,1,1,2,,,3,5,5,5,5,5,5,5,4,4,5,,1,3,,3,2,2,3,2,0,1,1,0,0,1,0,0,0,0,0,0,2,2,2,1,12,28,10,0,18,14,5,17,2,1,1,2,1,2,1,2,3,3,3,2,2,2,2,1,4,3,4,5,5,3,3,3,2,2,2,2,2,2,3,2,3,4,3,1,1,2,1,1,6,1,1,1,2,2,2,2,1,2,2,2,,0,0,1,0,3,2,3,1,2,2,0.8995342312
31,1,1,1,13,4,1,1,2,14,5,1,1,1,2862,1,5,3,4,4,3,4,5,3,3,5,3,4,4,4,2,5,2,4,4,4,1,1,2,2,1,2,4,1,,,,2,5,5,5,4,5,5,5,4,3,5,2,,1,3,,3,3,3,3,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,42,39,59,-1,16,37,39,-1,2,1,1,1,1,1,1,2,2,1,3,2,2,2,1,1,4,4,3,5,5,4,4,3,1,1,1,1,2,2,4,5,3,4,3,2,1,2,2,2,6,2,3,2,1,2,2,2,2,2,2,2,,0,1,0,0,3,3,1,2,,2,1.455473878
64,2,1,4,10,3,1,1,2,14,5,1,4,4,2863,1,5,3,3,3,3,1,3,4,5,4,2,5,3,5,5,4,4,5,4,4,1,2,2,1,3,1,3,5,,,,2,4,5,4,4,5,5,5,5,5,5,1,,3,4,,2,3,3,2,0,1,1,0,0,1,0,0,0,0,0,0,5,5,5,3,52,-1,86,2,2,58,70,74,2,1,1,1,1,2,1,2,4,1,2,2,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,1,1,4,5,5,2,2,2,6,2,1,2,2,2,2,2,2,2,2,2,2,0,0,1,0,3,3,3,2,,2,0.6152287775
57,2,1,2,12,4,1,1,2,14,5,1,1,1,2864,1,3,1,4,4,3,4,2,4,2,3,2,5,5,5,3,3,1,2,3,3,4,2,1,3,2,3,2,,,,,1,3,4,3,4,4,4,4,5,3,2,1,,1,3,,2,2,3,2,0,0,0,1,0,0,0,1,0,1,0,0,4,2,4,1,0,0,50,75,0,50,100,50,3,1,1,1,1,2,3,1,2,2,3,2,2,3,1,1,3,2,4,2,4,2,1,1,2,1,2,1,1,2,4,3,3,4,2,4,2,1,2,1,3,2,3,5,1,2,2,2,2,2,2,2,,0,0,1,0,3,3,3,2,,2,0.4760716231
30,1,1,1,13,4,1,1,5,16,7,1,1,1,2865,2,5,1,3,3,2,5,5,3,4,4,2,3,3,4,3,4,3,5,4,4,11,1,1,1,2,2,3,2,1,,,3,5,5,5,4,3,4,4,4,4,2,,1,3,,4,2,2,3,3,0,1,0,1,0,0,0,0,0,1,0,0,2,1,2,3,20,0,60,-1,-1,29,79,93,3,1,1,2,2,1,1,1,1,2,3,3,1,3,1,1,4,4,4,5,4,4,3,3,2,2,2,2,2,2,4,2,4,5,2,5,3,2,2,2,6,2,1,2,1,2,2,2,2,2,2,2,,0,0,1,0,4,3,2,2,,2,1.833698846
65,3,1,3,10,3,3,2,1,5,2,5,2,2,2866,1,4,2,1,2,4,1,3,2,3,1,2,3,2,4,1,5,3,5,4,2,10,2,2,2,2,2,,,,,,0,5,5,3,5,5,5,5,5,3,5,2,,1,4,,1,3,3,3,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,-1,29,-1,4,-1,67,25,-1,2,2,1,1,1,1,1,1,3,1,1,1,1,2,1,1,3,3,3,3,4,4,3,3,1,1,2,2,2,2,2,1,3,5,5,1,1,1,1,2,6,2,1,2,2,2,2,1,2,1,2,2,,0,0,1,0,1,1,1,2,,2,0.7250170523
58,2,1,3,12,4,1,1,2,17,8,2,1,1,2867,1,4,3,3,3,4,2,4,2,3,3,3,3,4,4,4,4,3,5,5,4,7,2,2,1,2,2,3,,,,,1,4,3,2,2,3,5,4,4,4,2,1,,1,2,,2,2,3,3,0,0,1,0,0,0,1,0,0,1,0,0,3,4,4,4,51,-1,36,42,39,31,64,33,3,3,2,1,3,3,4,3,3,2,4,4,2,1,3,3,4,4,5,4,3,3,3,3,1,1,1,2,2,2,4,4,3,4,2,4,5,2,1,2,3,2,1,2,1,2,2,2,2,2,2,2,,0,0,1,0,4,3,2,2,,2,0.4028602188
30,1,2,4,11,3,1,1,3,3,1,4,3,3,2868,2,4,4,4,2,4,3,4,3,3,5,3,4,3,5,3,5,3,5,5,4,3,2,1,1,2,2,2,2,,,,2,4,4,3,4,5,5,4,4,4,4,,1,3,,1,2,2,3,3,1,0,1,0,0,1,0,0,0,0,0,0,3,2,2,2,43,40,25,20,18,21,62,38,3,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,3,3,4,4,4,3,3,3,2,1,2,2,2,2,4,4,5,3,3,5,4,1,2,2,3,1,1,1,2,2,2,2,1,2,2,2,,1,1,0,0,2,3,4,2,,2,1.708165267
32,1,2,4,13,4,1,1,2,17,8,1,1,1,2869,1,3,1,1,2,5,4,2,3,2,2,1,2,2,5,1,4,1,5,3,2,7,2,3,2,2,2,,,,,,0,4,2,3,2,5,5,3,4,5,4,1,,1,2,,2,2,3,3,1,0,0,0,0,0,0,0,0,1,1,0,2,2,3,1,-1,98,22,3,1,0,1,52,1,1,1,1,1,1,1,1,2,1,3,1,2,2,1,1,3,4,5,4,4,3,4,4,1,2,2,2,2,2,5,3,3,4,2,3,1,2,2,2,6,2,9,,1,1,2,2,2,2,2,2,,0,0,1,0,4,4,1,2,,2,1.19880967
66,3,1,3,13,4,1,1,3,14,5,1,1,1,2870,2,3,3,3,3,5,3,4,4,4,4,4,5,4,5,3,3,3,5,4,4,15,3,1,2,3,1,5,2,,,,2,3,4,3,3,4,5,5,5,5,2,,1,1,,1,2,2,3,2,0,0,0,0,0,0,1,1,0,1,0,0,5,2,2,3,83,-1,72,52,-1,-1,61,-1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,2,3,4,2,2,2,6,2,1,2,1,2,2,2,2,2,2,2,,1,0,0,0,3,3,3,1,2,1,0.6971221197
76,3,2,4,10,3,4,3,1,6,2,5,1,1,2871,1,3,1,3,3,1,2,4,3,4,3,3,3,1,3,1,3,3,5,4,4,7,2,2,2,2,2,,,,,,0,2,3,4,3,4,4,4,4,5,2,1,,1,4,,2,2,3,3,0,1,0,0,0,1,0,0,0,1,0,0,5,3,5,5,88,20,90,89,8,29,91,49,1,2,1,2,1,1,2,1,3,3,3,2,2,3,2,3,2,4,4,3,4,3,1,2,2,2,2,2,2,2,4,3,5,4,3,2,1,1,1,2,6,2,1,2,2,2,2,1,2,2,2,2,,0,0,1,0,3,3,4,1,2,2,0.7471876083
65,3,1,3,9,2,1,1,2,10,3,5,1,1,2872,2,1,2,3,1,1,2,5,4,5,1,1,3,2,5,3,2,5,5,5,3,9,2,2,3,3,3,,,,,,0,3,3,4,3,3,5,5,4,2,1,,1,3,,4,2,2,3,3,0,0,1,0,0,1,0,0,0,1,0,0,5,5,5,5,51,43,36,64,-1,-1,61,42,2,1,1,1,1,1,2,1,3,1,2,1,1,1,1,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,5,1,2,1,6,2,1,2,2,2,2,1,2,2,2,2,,0,1,0,0,3,3,4,2,,2,1.136276897
55,2,1,3,12,4,1,1,2,15,6,1,1,1,2873,1,5,1,5,5,2,5,4,5,5,5,5,5,5,5,3,5,1,1,5,5,9,2,2,2,1,3,4,,,,,1,2,2,2,3,4,4,5,3,5,1,1,,3,4,,1,1,1,3,0,1,1,0,0,0,0,0,0,1,0,0,5,3,5,3,-1,81,-1,-1,86,-1,-1,36,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,2,1,1,1,4,1,1,2,2,2,2,2,5,5,5,3,3,2,2,1,1,6,2,2,,2,2,2,2,2,2,2,2,1,0,0,1,0,3,3,2,1,1,2,0.4028602188
30,1,1,3,14,4,1,1,2,14,5,1,1,1,2874,2,3,2,3,2,4,3,5,3,4,3,3,5,4,4,4,4,4,5,4,4,11,2,2,2,2,1,5,,,,,1,4,4,5,5,5,5,5,5,4,4,,1,1,,3,3,3,3,3,0,1,0,0,0,1,0,0,0,1,0,0,2,2,2,1,25,64,57,27,9,-1,35,1,2,2,2,2,2,4,3,2,3,3,2,3,2,2,2,2,3,4,2,5,5,2,1,1,1,1,1,1,1,1,5,5,5,5,3,5,3,2,2,2,6,2,9,,1,2,2,2,2,2,2,2,,0,1,0,0,4,4,2,2,,2,1.455473878
50,2,2,4,9,2,1,1,2,11,3,1,1,1,2875,2,5,3,3,3,3,4,3,5,5,5,4,4,4,4,2,5,3,5,4,3,7,2,1,2,2,2,2,,,,,1,3,3,3,3,5,4,4,4,2,3,,1,-1,,4,2,2,3,2,0,0,1,0,0,1,0,0,0,0,1,0,5,3,2,3,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,2,3,3,2,2,1,6,2,1,2,1,2,2,2,2,2,2,2,,0,0,1,0,3,2,4,2,,2,1.157002431
67,3,1,3,10,3,1,1,2,16,7,5,1,1,2876,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,1,1,1,1,2,1,4,2,3,,4,5,5,5,5,5,5,5,4,4,1,,1,3,,2,3,3,3,3,1,1,0,0,0,1,0,0,0,0,0,0,2,1,1,1,-1,-1,-1,17,7,-1,23,9,1,2,2,1,3,1,2,2,2,1,2,2,1,1,2,2,2,3,3,3,2,2,2,2,1,1,1,1,1,1,5,4,3,4,4,5,5,1,1,2,2,2,2,,1,2,2,1,2,2,2,2,,0,1,0,0,3,4,1,1,2,2,0.4826959121
47,1,2,4,12,4,1,1,7,10,3,7,3,3,2877,1,5,4,4,4,4,4,4,4,4,3,4,5,3,5,3,4,2,4,5,4,3,2,1,1,2,1,2,2,3,,,3,4,5,4,4,4,4,5,4,4,4,1,,3,4,,2,2,2,3,1,0,0,0,0,1,0,1,0,0,0,0,3,4,4,3,24,25,25,26,15,25,20,16,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,4,4,4,3,3,3,3,2,2,2,2,2,2,3,3,3,3,2,4,3,2,2,2,5,2,1,2,3,3,3,3,3,3,3,3,1,0,0,1,0,3,3,3,2,,2,0.9058514557
59,2,1,3,9,2,3,2,1,6,2,2,1,1,2878,2,3,3,2,2,4,3,1,2,1,4,1,1,2,2,2,2,2,2,2,4,,3,2,2,2,2,,,,,,0,1,2,3,2,3,2,2,1,2,2,,2,2,,4,3,2,2,2,0,1,1,0,0,0,0,0,0,0,1,0,2,2,2,2,33,26,85,37,29,-1,36,61,2,2,3,2,3,3,2,3,3,1,3,2,3,2,2,2,2,1,3,2,2,2,1,2,2,1,1,2,2,1,3,3,2,4,3,5,4,2,2,-1,6,2,3,6,2,2,2,2,2,2,2,2,1,0,0,1,0,1,1,3,2,,2,0.9564829455
31,1,1,3,9,2,1,1,4,12,4,1,2,2,2879,2,5,4,2,4,5,3,3,3,4,5,4,4,3,5,3,5,4,5,5,5,9,2,1,2,2,2,2,,,,,1,4,4,3,3,4,5,4,5,4,5,,2,3,,2,3,2,3,2,0,1,1,0,0,0,0,0,0,0,1,0,4,3,3,4,0,-1,-1,15,-1,25,-1,32,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,6,2,2,,2,2,2,2,2,2,2,2,1,0,0,1,0,4,4,2,1,2,2,4.127067644
71,3,1,3,14,4,3,2,1,4,2,2,3,3,2880,2,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,1,1,2,2,4,3,,,3,5,5,4,5,5,5,5,4,3,5,,1,3,,4,2,3,3,3,0,0,0,0,0,1,1,0,0,1,0,0,2,1,1,2,50,-1,18,-1,28,-1,-1,25,3,3,3,1,4,4,4,4,4,3,4,3,3,4,4,4,5,4,4,5,5,5,4,4,1,1,2,2,2,2,2,2,5,5,2,4,3,2,1,2,5,2,1,2,3,2,-1,1,2,3,3,3,,0,0,1,0,4,4,2,1,1,1,0.5520405753
64,2,1,3,10,3,5,4,1,15,6,1,1,1,2881,1,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,3,1,5,4,4,7,2,2,2,2,2,,,,,,0,2,2,2,2,4,4,4,4,4,2,1,,1,4,,2,2,2,3,0,0,0,0,0,1,0,1,0,1,0,0,5,2,2,5,49,50,50,74,73,49,69,13,3,2,2,1,2,1,2,2,3,2,3,2,2,3,1,1,4,4,4,4,1,1,1,1,2,2,2,2,2,2,2,2,1,4,1,5,4,2,2,2,6,2,3,2,1,2,2,2,2,2,2,2,,0,0,1,0,4,3,3,2,,2,0.2985557865
73,3,2,4,13,4,3,2,1,12,4,5,1,1,2882,1,4,3,4,4,4,4,4,4,5,4,5,4,4,4,4,5,3,4,4,4,6,2,2,2,1,1,4,4,,,,2,4,4,5,4,5,5,5,4,4,4,2,,3,4,,3,3,3,3,0,1,1,0,0,0,1,0,0,0,0,0,2,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,4,4,4,4,4,4,4,4,1,1,2,2,2,2,3,3,3,3,3,4,4,2,2,2,6,2,1,2,1,2,2,1,2,2,2,2,,0,0,1,0,3,3,4,2,,2,0.5478553517
70,3,2,3,5,1,1,1,2,13,4,5,3,3,2883,1,5,1,3,2,2,1,1,5,5,1,1,2,5,1,2,5,1,5,3,1,6,1,1,1,1,1,1,4,2,3,5,5,3,5,5,5,5,5,5,5,5,5,2,,3,4,,2,1,3,3,0,0,1,0,1,1,0,0,0,0,0,0,3,2,-1,2,41,-1,66,-1,-1,19,7,86,2,2,2,1,2,1,2,2,3,2,2,2,2,2,1,3,3,3,4,4,2,2,2,2,2,2,1,2,2,2,5,5,5,5,4,4,4,2,2,2,6,2,1,2,2,2,2,1,2,2,2,2,,0,0,1,0,1,1,3,2,,2,1.010479368
55,2,1,4,11,3,1,1,2,14,5,1,1,1,2884,2,3,5,3,5,5,3,1,5,5,5,5,5,5,5,3,5,1,5,3,5,12,2,2,2,2,2,,,,,,0,1,3,3,1,4,5,4,5,5,1,,1,2,,4,2,2,2,2,0,0,0,1,0,0,0,0,1,1,0,0,3,1,1,5,100,100,100,74,86,14,74,100,2,2,1,4,1,1,2,1,2,1,3,2,1,3,3,1,3,3,5,3,3,4,4,2,2,2,2,2,2,2,1,1,1,1,2,5,5,2,2,2,6,2,1,2,1,2,2,2,2,2,2,2,,0,0,1,0,4,4,2,2,,2,0.5637061161
44,1,2,1,11,3,1,1,5,14,5,7,1,1,2885,2,2,2,3,3,2,2,3,3,3,3,1,3,2,3,5,3,2,5,4,3,7,2,3,3,3,3,,,,,,0,1,2,4,3,2,4,4,3,3,1,,1,3,,4,2,2,1,2,1,0,0,0,0,0,0,0,1,1,0,0,5,5,5,5,0,0,66,100,100,63,100,26,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,3,4,4,2,2,2,2,2,2,2,2,2,3,3,3,4,1,5,4,1,2,2,6,2,1,6,2,2,2,2,2,2,2,2,1,0,0,1,0,2,2,2,2,,2,1.039407535
62,2,2,2,10,3,1,1,2,13,4,2,1,1,2886,2,4,2,3,3,3,3,4,3,4,3,3,4,3,4,3,4,2,5,3,4,7,2,2,3,3,3,,,,,,0,3,3,3,4,4,4,4,4,4,4,,1,3,,3,2,2,1,3,0,1,1,0,0,0,0,0,0,1,0,0,5,4,4,4,32,36,65,19,25,22,68,14,2,2,2,1,1,1,2,2,2,3,3,2,2,2,1,1,4,4,4,4,4,4,4,4,2,2,2,2,2,2,3,4,3,4,2,5,3,2,2,2,6,2,3,2,2,2,1,2,2,2,2,2,,0,1,0,0,3,3,4,2,,2,0.5581692974
63,2,2,3,10,3,1,1,2,16,7,2,1,1,2887,2,4,2,4,3,3,1,3,3,3,2,2,5,4,5,4,4,1,5,4,1,9,2,2,2,2,2,,,,,,0,3,3,3,3,4,4,4,4,4,2,,1,3,,4,2,2,3,3,0,1,0,0,0,0,0,1,0,1,0,0,3,3,3,3,14,35,50,50,3,50,50,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,2,5,5,5,4,4,4,4,4,2,1,2,2,2,2,3,4,2,3,2,4,3,2,2,2,6,2,1,2,1,2,2,2,2,2,2,2,,0,0,1,0,3,3,4,2,,2,0.4723327213
58,2,1,3,13,4,1,1,2,17,8,1,1,1,2888,2,4,3,3,2,3,2,5,3,3,2,4,4,3,5,2,4,3,5,5,4,7,2,2,2,2,3,,,,,,0,4,3,5,4,5,5,5,4,5,4,,1,1,,1,3,3,3,3,0,1,0,0,0,1,0,1,0,0,0,0,3,2,2,2,66,35,50,71,16,22,66,22,2,2,2,1,1,2,1,1,1,2,3,2,3,3,3,1,4,4,3,4,5,4,4,3,2,2,2,1,1,2,4,4,2,4,2,2,1,1,2,2,6,2,1,1,1,2,2,2,2,1,2,2,,0,1,0,0,3,3,1,2,,1,0.4028602188
63,2,2,1,10,3,1,1,2,17,8,2,1,1,2889,2,4,4,4,4,5,3,4,4,5,5,4,4,3,5,4,4,4,5,5,5,7,2,2,2,2,1,5,,,,,1,3,3,4,3,4,4,4,4,4,3,,1,1,,4,2,2,2,2,0,0,0,0,0,1,0,1,0,0,1,0,4,2,3,3,35,39,82,77,-1,77,77,82,3,3,1,1,2,1,2,2,3,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2,2,2,2,1,2,2,2,3,4,1,5,3,1,2,2,6,2,2,,1,2,2,2,2,2,2,2,,0,0,1,0,3,3,4,2,,2,0.4723327213
49,1,1,3,10,3,3,2,1,13,4,1,1,1,2890,2,3,2,2,2,2,3,3,4,2,2,3,3,1,4,3,4,2,3,4,2,,2,2,2,3,3,,,,,,0,2,2,2,2,2,3,2,3,2,1,,1,3,,4,2,2,2,2,0,0,0,0,0,0,0,1,0,1,1,0,5,4,4,5,-1,67,-1,72,65,-1,88,17,1,1,3,1,1,3,3,2,3,3,1,3,1,1,1,3,3,3,3,3,3,2,2,2,2,1,1,2,1,2,4,4,4,4,3,4,4,-1,1,2,6,2,1,2,1,2,2,2,2,1,2,2,,0,0,1,0,3,3,1,2,,1,0.6067781119
