DEM_AGE_LONG	DEM_AGE_SHORT	DEM_GENDER	DEM_REGION	DEM_EDUCATION_LONG	DEM_EDUCATION_SHORT	DEM_MARITALSTATUS_LONG	DEM_MARITALSTATUS_SHORT	DEM_HOUSEHOLDSIZE	DEM_FAMILYINCOME_LONG	DEM_FAMILYINCOME_SHORT	DEM_EMPLOYMENT	DEM_ETHNICITY_LONG	DEM_ETHNICITY_SHORT	IDNUM	RANDOMSPLIT	Q01_ATAHC	Q01_ATWT	Q01_AOSS	Q01_CS	Q01_E	Q01_ESBPAY	Q01_GMIFP	Q01_HAJ	Q01_HHI	Q01_HQ	Q01_I	Q01_KAH	Q01_NOFHFAE	Q01_PHP	Q01_PRS	Q01_PESACAOW	Q01_RE	Q01_SM	Q01_ST	Q01_WAPL	Q01A	Q02	Q03	Q04	Q05	Q06	Q07_1	Q07_2	Q07_3	Q07_4	Q07_5	Q7_TOPPRIORITIES	Q08_1	Q08_2	Q08_3	Q08_4	Q09_1	Q09_2	Q09_3	Q09_4	Q09_5	Q10	Q11A	Q11B	Q12	Q13A	Q13B	Q14_1	Q14_2	Q14_3	Q14_4	Q15A_ATGE	Q15A_AHC	Q15A_AHI	Q15A_CE	Q15A_D	Q15A_ER	Q15A_GBM	Q15A_HITH	Q15A_L	Q15A_PCB	Q15A_TBSTLI	Q15A_OTH	Q15B_1	Q15B_2	Q15B_3	Q15B_4	Q16_1	Q16_2	Q16_3	Q16_4	Q16_5	Q16_6	Q16_7	Q16_8	Q17_ICTPI	Q17_ICRMO	Q17_MCMKM	Q17_TCHSA	Q17_IPALO	Q17_BAMOT	Q17_IIVIT	Q17_IAWOC	Q17_IETBA	Q17_MOTCH	Q17_IFHAT	Q17_MOTCC	Q17_MCCWT	Q17_MCHTR	Q17_MCWTT	Q17_IKMNW	Q18_1	Q18_2	Q18_3	Q18_4	Q18_5	Q18_6	Q18_7	Q18_8	Q19_1	Q19_2	Q19_3	Q19_4	Q19_5	Q19_6	Q20_1	Q20_2	Q20_3	Q20_4	Q21	Q22_1	Q22_2	Q23	Q24	Q25	Q26	Q27	Q28	Q28A	Q29A_1	Q29A_2	Q29A_3	Q29A_4	Q29A_5	Q29A_6	Q29A_7	Q29A_8	Q29B	Q30_1	Q30_2	Q30_3	Q30_4	Q31_1	Q31_2	Q32	Q33	Q33A	Q34	WEIGHT
79	3	1	3	14	4	1	1	2	15	6	5	1	1	968	1	5	4	3	5	5	5	3	4	5	4	4	5	5	5	1	5	1	5	3	3	9	2	2	1	2	2	3	 	 	 	 	1	5	5	4	4	5	5	5	5	4	4	1	 	3	2	 	3	2	3	3	1	0	0	0	0	0	0	1	0	1	0	0	2	5	4	1	0	0	15	30	0	0	48	52	2	1	4	3	2	2	2	2	4	2	2	2	2	4	2	1	4	4	5	4	3	4	3	2	1	1	2	1	1	1	2	5	4	5	2	1	1	1	2	2	5	2	3	6	-1	-1	-1	1	-1	1	-1	-1	 	0	1	0	0	4	4	4	2	 	1	.4076553718558
63	2	1	4	12	4	1	1	2	17	8	2	1	1	969	1	4	2	3	2	4	3	5	3	4	3	4	4	3	4	1	4	3	5	3	3	11	2	2	2	2	3	 	 	 	 	 	0	4	4	5	2	5	5	5	4	3	2	1	 	1	4	 	3	3	3	2	0	1	1	0	0	0	0	0	0	1	0	0	3	3	2	1	15	10	-1	26	11	24	26	26	3	2	1	2	1	1	2	2	3	2	3	2	1	3	2	1	3	4	3	2	2	2	2	2	1	1	2	1	2	2	4	4	3	4	2	1	1	2	2	2	6	2	1	2	1	2	2	2	2	2	2	2	 	0	0	1	0	4	3	4	2	 	2	.4028602187675
41	1	1	2	12	4	1	1	7	17	8	1	1	1	970	1	4	3	3	4	4	3	4	4	4	4	4	4	4	4	3	4	3	4	4	4	 	2	2	2	2	3	 	 	 	 	 	0	2	2	4	2	2	4	4	4	4	1	1	 	1	4	 	3	3	3	1	0	0	1	0	0	1	0	0	0	1	0	0	5	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	3	3	2	2	2	3	2	2	3	2	3	3	2	3	3	3	4	4	4	4	4	4	4	4	2	2	2	2	2	2	3	2	2	2	1	4	3	2	2	2	6	2	1	1	1	2	2	2	2	2	2	2	 	0	0	1	0	3	3	1	2	 	2	1.1329760450193
43	1	1	4	9	2	1	1	4	11	3	1	2	2	971	2	5	4	3	5	5	5	5	5	4	5	2	5	5	5	5	5	5	5	3	3	4	1	1	1	2	2	2	3	1	 	 	3	5	5	5	5	5	5	5	5	5	1	 	1	1	 	2	3	3	3	3	0	1	0	0	1	0	1	0	0	0	0	0	5	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	3	3	2	2	3	3	2	2	4	3	3	4	3	4	5	5	5	5	5	5	5	5	1	1	1	1	1	1	3	4	5	4	5	5	5	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	 	0	0	1	0	3	3	2	1	1	2	2.5499654907684
77	3	2	4	10	3	3	2	1	12	4	5	1	1	972	1	5	4	4	5	5	4	4	5	5	5	5	5	5	5	5	5	4	5	5	4	9	2	2	3	2	1	5	 	 	 	 	1	3	4	3	2	4	5	5	4	4	2	1	 	3	4	 	2	2	2	3	0	1	0	0	0	0	0	1	0	1	0	0	3	2	3	2	30	51	50	52	30	56	34	45	2	1	1	3	2	1	2	1	3	3	2	2	2	2	2	2	4	5	5	5	5	4	2	4	1	1	2	2	2	2	3	3	5	4	2	4	4	1	2	2	3	2	1	2	1	2	2	1	2	2	2	2	 	0	0	1	0	4	4	1	2	 	2	.5778250983892
51	2	1	4	12	4	1	1	4	16	7	1	1	1	973	2	4	2	3	2	3	2	5	3	4	3	4	3	2	5	2	3	2	5	5	3	7	2	3	2	2	2	 	 	 	 	 	0	2	2	4	1	2	4	3	5	3	1	 	1	3	 	4	2	2	2	2	0	0	0	0	0	0	1	1	0	1	0	0	5	1	2	4	46	50	50	73	54	52	67	50	3	2	3	1	3	1	3	2	3	3	4	3	1	1	1	1	3	4	3	4	4	3	2	2	1	1	2	2	2	2	3	3	4	5	2	5	5	1	1	2	1	2	1	2	1	2	2	2	2	2	2	2	 	0	0	1	0	4	3	3	2	 	2	.9115590676004
71	3	1	3	13	4	1	1	4	14	5	1	2	2	974	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	2	2	2	2	2	 	 	 	 	 	0	4	5	5	5	5	5	5	5	5	5	1	 	3	4	 	3	3	3	3	1	1	0	0	1	0	0	0	0	0	0	0	4	1	1	1	50	-1	-1	-1	52	-1	-1	-1	3	3	3	4	3	4	4	2	4	3	4	3	3	4	3	2	5	5	5	5	5	5	4	4	1	1	2	1	2	2	5	5	5	5	1	5	5	2	2	2	6	2	1	2	1	2	2	1	2	2	2	2	 	1	0	0	0	4	4	4	2	 	2	.843897165073
39	1	2	2	12	4	1	1	5	16	7	7	1	1	975	2	4	2	3	2	3	4	3	3	5	2	2	4	3	4	3	3	1	5	4	2	6	2	2	3	2	2	 	 	 	 	 	0	4	4	4	3	5	4	4	4	4	4	 	1	3	 	2	2	2	3	3	0	0	0	1	0	1	0	0	0	1	0	0	3	3	4	2	11	30	68	34	13	16	38	32	3	3	3	3	4	3	4	4	4	2	3	3	3	3	3	2	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	4	3	2	2	2	6	2	1	1	1	2	2	2	2	2	2	2	 	0	0	1	0	4	4	3	2	 	2	.9095147560958
42	1	1	4	12	4	1	1	2	16	7	1	4	4	976	1	3	1	3	3	5	5	1	5	3	3	2	5	2	5	5	4	1	4	4	2	17	2	3	2	1	3	4	 	 	 	 	1	3	4	2	1	5	5	5	5	5	2	1	 	3	4	 	3	3	3	2	0	1	1	0	0	0	0	0	0	1	0	0	5	3	3	1	39	10	100	-1	43	63	78	50	4	4	4	2	4	4	4	3	4	2	4	3	2	3	3	3	4	4	4	5	5	4	4	4	1	1	2	2	2	2	3	3	2	2	2	5	4	2	2	2	6	2	1	2	1	2	2	2	2	2	2	2	 	0	0	1	0	3	3	2	2	 	2	.8305448978223
35	1	1	1	14	4	1	1	1	16	7	1	1	1	977	2	4	2	3	3	4	3	4	4	4	3	3	4	3	5	3	5	3	5	5	3	3	2	1	1	2	2	3	2	 	 	 	2	4	5	3	3	4	5	5	4	4	4	 	1	1	 	2	3	3	3	3	1	1	0	0	0	0	0	0	0	1	0	0	4	2	2	2	5	23	-1	36	19	33	-1	32	3	1	2	3	1	2	2	2	2	2	4	3	3	3	2	2	4	5	3	4	3	5	4	2	2	1	2	2	1	2	3	4	2	5	2	3	2	2	2	2	6	2	1	1	1	2	2	2	2	2	2	2	 	0	0	1	0	4	3	1	2	 	2	.4762882607049
72	3	1	2	13	4	3	2	1	9	3	7	1	1	978	2	3	3	4	4	3	4	4	5	4	4	4	4	4	5	3	5	4	5	4	4	9	1	1	2	1	1	4	1	1	2	 	4	3	5	4	5	5	5	5	5	5	5	 	1	1	 	4	2	2	3	3	0	0	1	0	0	1	0	0	0	1	0	0	1	1	2	1	22	23	50	25	25	50	23	27	2	1	1	2	1	2	2	1	4	1	1	3	2	2	2	1	3	3	4	4	4	3	3	3	1	1	2	2	1	2	4	3	3	4	3	4	2	1	1	2	5	2	1	1	2	1	1	1	2	2	2	1	 	0	0	1	0	3	3	4	2	 	1	.3911594675859
55	2	1	3	12	4	1	1	1	16	7	1	1	1	979	1	3	3	5	3	3	3	5	3	4	3	4	4	3	4	2	5	3	5	4	5	11	2	2	2	2	2	 	 	 	 	 	0	4	4	4	4	5	5	5	5	5	4	1	 	1	4	 	2	2	2	2	0	0	0	1	0	0	1	0	0	1	0	0	4	3	3	2	-1	27	20	-1	17	21	-1	-1	2	3	2	3	2	2	3	2	3	3	3	3	2	2	3	1	4	4	4	4	4	3	3	3	1	1	2	2	2	2	3	2	3	4	2	3	3	1	2	2	2	2	1	2	1	2	2	2	2	2	2	2	 	1	0	0	0	4	4	3	2	 	2	.2521419119275
32	1	1	3	11	3	5	4	2	7	2	4	1	1	980	2	4	3	3	3	3	3	5	2	5	4	4	5	4	5	3	5	4	5	5	4	11	2	1	1	2	3	2	3	 	 	 	2	4	5	4	1	5	5	5	3	3	4	 	1	3	 	1	2	2	3	2	0	0	0	0	0	1	0	1	0	1	0	0	3	2	2	2	-1	21	-1	-1	31	-1	-1	0	2	1	1	3	1	1	1	1	2	3	3	3	3	3	1	2	4	4	4	5	5	4	3	3	2	2	2	2	2	2	2	3	3	4	3	2	1	1	2	1	1	2	3	2	1	2	2	3	3	3	3	3	 	0	0	1	0	3	3	4	1	2	2	2.1827950737898
60	2	1	3	9	2	1	1	2	13	4	1	2	2	981	1	4	2	4	4	3	4	4	4	4	4	4	4	4	5	4	5	4	5	5	4	7	1	1	1	1	2	1	2	4	3	 	4	5	5	5	5	5	5	5	5	5	5	2	 	3	3	 	2	2	3	2	0	1	1	0	0	1	0	0	0	0	0	0	2	2	2	2	8	50	18	13	6	10	10	57	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	4	4	4	4	4	4	4	4	1	1	2	2	1	2	3	3	3	3	-1	5	5	2	2	2	1	2	1	2	2	1	2	2	2	2	2	2	 	0	1	0	0	3	3	3	1	2	2	1.1027622005496
24	1	2	3	12	4	5	4	1	8	3	1	1	1	982	2	5	4	4	3	4	4	4	5	4	4	5	5	5	5	4	5	3	5	4	4	9	2	1	1	2	1	2	3	5	 	 	3	4	5	4	3	5	5	5	5	5	3	 	1	3	 	1	3	2	3	3	0	1	0	1	0	0	0	0	0	1	0	0	4	3	3	3	19	66	50	-1	31	37	50	33	2	1	1	1	1	1	1	1	1	1	2	2	3	2	1	1	4	2	2	3	3	3	3	2	2	2	2	2	2	2	4	5	2	2	2	4	4	1	2	1	4	2	1	2	1	2	2	2	2	2	2	2	 	0	0	1	0	3	3	1	2	 	2	1.4874561553062
40	1	1	3	9	2	1	1	4	12	4	7	3	3	983	1	3	3	2	3	2	3	3	3	3	2	2	3	3	3	2	3	2	5	4	3	7	3	3	3	3	2	 	 	 	 	 	0	1	2	2	3	2	1	2	3	1	3	2	 	3	4	 	3	3	3	3	1	1	0	0	0	0	0	0	0	1	0	0	1	3	2	3	-1	-1	-1	-1	-1	-1	-1	-1	1	2	2	3	1	2	2	2	2	1	3	2	2	2	2	2	1	2	2	2	1	1	1	2	1	2	1	2	2	2	3	3	4	4	3	2	4	2	2	2	6	2	9	 	2	2	3	2	3	2	2	3	1	0	0	1	0	2	2	4	2	 	2	2.2989923859217
74	3	1	3	14	4	1	1	2	17	8	5	1	1	984	1	2	2	3	5	5	2	5	5	5	4	5	5	3	5	1	4	2	5	4	5	7	3	3	1	3	3	3	 	 	 	 	1	3	2	1	1	1	5	4	5	5	1	1	 	3	4	 	1	2	2	3	0	0	0	0	0	0	1	1	0	1	0	0	5	4	5	5	97	31	46	76	61	79	95	29	3	2	2	2	1	1	2	2	4	1	3	3	3	3	2	3	4	3	2	3	3	3	3	3	1	1	2	2	2	2	1	2	5	4	1	1	1	2	1	2	2	2	1	2	2	2	2	1	2	2	2	2	 	1	1	0	0	4	4	2	2	 	2	.4076553718558
44	1	2	3	9	2	1	1	4	13	4	1	1	1	985	2	3	3	3	3	4	3	5	3	3	3	3	4	2	4	3	4	3	5	4	4	11	2	2	2	2	3	 	 	 	 	 	0	1	3	3	4	5	4	4	4	3	5	 	1	3	 	4	2	2	2	2	0	0	1	0	0	0	1	0	0	1	0	0	5	5	5	5	42	63	34	43	29	29	48	47	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	3	3	5	5	4	4	4	2	2	2	2	2	2	5	5	1	4	3	5	3	2	2	2	6	2	1	2	2	2	1	2	2	2	2	2	 	0	0	1	0	4	3	4	1	2	2	1.3582755056597
63	2	2	4	9	2	3	2	4	14	5	5	2	2	986	1	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	2	2	2	1	1	2	4	3	 	 	 	2	5	5	5	5	5	5	5	5	5	1	2	 	3	4	 	3	3	3	2	0	0	0	1	1	1	0	0	0	0	0	0	5	5	2	3	-1	43	50	98	99	78	65	77	2	2	2	3	2	2	3	1	2	4	3	2	3	2	2	2	4	4	4	3	3	2	2	2	2	2	2	1	2	2	2	4	2	2	3	5	5	1	2	2	6	1	1	2	1	2	2	2	2	2	2	2	 	0	0	1	0	3	3	1	2	 	2	1.2599003670283
62	2	1	4	12	4	1	1	2	13	4	1	1	1	987	2	5	1	4	5	5	5	4	5	5	5	5	5	5	4	2	5	3	5	5	4	1	1	1	1	1	1	4	1	5	2	3	5	5	5	5	5	5	5	5	5	3	5	 	1	3	 	3	3	3	3	3	1	1	0	0	1	0	0	0	0	0	0	0	1	1	3	1	0	3	14	0	0	6	7	0	3	1	1	2	1	2	3	1	3	3	3	3	3	1	3	1	3	3	4	4	4	4	1	3	1	1	1	2	2	2	4	4	3	3	2	1	1	1	2	1	6	2	3	2	1	2	2	2	2	2	2	2	 	0	0	1	0	3	3	1	2	 	2	.4760716231491
33	1	1	2	14	4	1	1	2	16	7	1	1	1	988	2	5	2	3	3	4	4	5	5	5	3	5	5	4	5	1	5	3	5	5	5	9	2	2	2	1	2	4	 	 	 	 	1	5	3	5	4	5	5	5	5	5	5	 	1	1	 	2	3	3	3	3	0	1	0	0	0	1	0	0	0	1	0	0	1	5	5	1	10	30	-1	80	12	15	87	1	4	3	3	3	1	1	1	2	2	4	3	4	4	4	3	3	5	4	5	5	5	4	3	3	1	1	2	2	2	2	2	1	1	4	2	1	1	1	2	2	5	2	1	2	1	2	2	2	2	2	2	2	 	0	0	1	0	4	4	2	2	 	2	.7609904733299
30	1	2	1	12	4	5	4	2	13	4	1	6	5	989	1	3	3	3	3	3	3	3	3	3	3	3	3	5	3	3	3	3	5	3	3	7	2	2	2	2	2	 	 	 	 	 	0	4	4	4	4	4	4	4	4	4	3	1	 	3	3	 	2	2	2	2	0	1	0	0	0	0	1	0	0	0	0	1	4	4	5	4	-1	-1	46	50	51	48	50	51	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	1	1	1	1	1	1	3	3	3	3	3	3	3	1	2	1	2	1	3	2	3	3	3	3	3	3	3	3	2	1	0	0	0	3	3	3	2	 	2	1.5393591395717
40	1	1	4	12	4	1	1	5	14	5	1	3	3	990	2	1	4	1	1	1	1	2	1	1	1	2	2	1	3	1	1	2	1	2	1	 	1	2	2	1	2	4	1	 	 	 	2	2	5	2	3	5	5	4	3	5	4	 	1	3	 	4	2	2	3	3	1	0	0	0	0	1	0	0	0	1	0	0	4	2	2	2	5	34	17	49	48	17	41	5	4	3	3	1	3	3	4	3	4	3	4	3	3	2	2	2	5	5	5	4	4	5	4	4	1	1	2	2	2	2	5	5	4	5	2	2	1	2	2	2	5	2	1	1	1	2	2	2	2	2	2	2	 	0	0	1	0	4	3	1	2	 	2	1.4202958176461
53	2	1	1	9	2	3	2	6	9	3	1	1	1	991	1	4	3	4	4	3	4	5	4	4	4	4	4	4	4	2	4	4	4	4	4	11	2	2	1	2	2	3	 	 	 	 	1	4	5	5	4	5	5	5	4	4	4	1	 	1	4	 	2	2	3	2	0	1	1	0	0	0	0	0	0	1	0	0	4	3	3	2	47	74	31	6	70	13	15	14	2	1	2	1	1	1	2	1	2	2	3	3	2	2	2	1	4	3	3	4	4	3	3	3	2	2	2	2	2	2	4	3	3	3	2	2	1	1	2	1	6	2	1	1	1	2	2	2	2	2	2	2	 	0	0	1	0	2	3	3	2	 	2	1.6947971549192
33	1	1	2	11	3	1	1	4	13	4	1	1	1	992	1	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	 	2	2	2	2	2	 	 	 	 	 	0	4	4	4	4	4	4	4	4	4	4	1	 	3	4	 	1	1	2	3	0	0	0	0	1	0	0	0	1	1	0	0	4	3	3	3	-1	50	-1	-1	-1	-1	-1	-1	2	2	1	2	2	1	2	2	2	3	2	2	2	2	2	2	4	4	4	4	4	4	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	2	2	2	5	2	1	2	2	2	1	2	2	2	2	2	 	0	0	1	0	4	3	1	1	2	2	1.5409032273227
23	1	2	3	12	4	5	4	1	8	3	1	1	1	993	1	4	3	3	3	1	1	4	4	3	3	2	4	3	5	3	4	1	4	5	4	3	2	2	2	2	2	 	 	 	 	 	0	4	4	4	3	4	4	4	4	4	1	1	 	1	4	 	2	2	3	3	0	1	1	0	0	0	0	0	0	1	0	0	5	2	1	2	28	-1	-1	-1	-1	-1	-1	-1	2	3	3	2	2	1	1	1	1	2	2	2	2	2	2	1	3	3	3	3	3	3	3	3	2	2	2	2	2	2	5	4	3	3	3	3	4	1	2	2	5	2	3	1	1	2	2	2	2	2	2	2	 	0	0	1	0	3	3	2	2	 	2	1.4874561553062
43	1	2	1	11	3	1	1	5	15	6	1	1	1	994	2	4	1	3	4	3	4	5	4	3	3	2	5	3	5	1	4	3	5	5	3	9	2	2	2	2	2	 	 	 	 	 	0	3	3	2	2	4	4	4	4	4	4	 	1	1	 	2	1	1	1	3	0	0	0	1	0	0	0	1	0	1	0	0	4	4	3	3	12	-1	-1	8	-1	-1	-1	58	2	2	1	1	1	1	2	2	2	2	3	2	4	3	1	2	3	3	3	3	3	3	3	3	2	2	2	2	2	2	3	4	2	5	2	2	2	1	2	2	6	2	1	2	1	2	2	2	2	2	2	2	 	1	0	0	0	4	4	3	2	 	2	.9592686313661
24	1	2	3	12	4	5	4	2	15	6	1	1	1	995	1	3	2	2	3	4	4	3	3	3	4	4	5	4	5	3	4	3	5	5	4	4	1	2	1	1	2	1	1	3	 	 	3	4	4	5	3	5	5	4	3	2	4	1	 	1	1	 	3	3	3	2	1	1	0	0	0	0	0	1	0	0	0	0	4	3	2	2	45	56	71	34	61	35	44	50	3	1	1	2	1	1	1	1	1	1	3	2	2	2	2	1	3	3	4	4	4	4	3	3	2	2	2	2	1	2	4	4	4	4	2	3	3	1	2	2	6	2	1	2	1	2	2	2	2	2	2	2	 	0	1	0	0	4	4	1	2	 	2	1.1988096704826
50	2	2	2	12	4	1	1	5	17	8	7	1	1	996	1	5	2	5	5	5	5	5	5	5	5	5	5	5	5	3	5	5	5	5	5	7	1	2	2	1	2	4	1	 	 	 	2	5	5	5	5	5	5	5	4	4	4	1	 	1	4	 	3	3	3	3	0	0	1	1	0	1	0	0	0	0	0	0	2	1	1	2	17	35	62	50	32	-1	31	52	3	2	2	4	2	1	1	2	2	3	3	3	3	3	3	2	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	2	5	2	1	2	2	2	2	2	2	1	2	2	 	0	1	0	0	4	4	2	2	 	2	.8579879356193
30	1	1	1	12	4	5	4	2	8	3	1	1	1	997	2	4	2	5	4	2	3	3	4	4	3	3	3	4	4	3	4	2	5	4	3	7	1	2	2	1	2	1	1	 	 	 	2	4	4	4	5	5	4	4	4	4	4	 	1	2	 	2	2	3	3	3	0	0	1	0	0	1	0	0	0	1	0	0	2	2	3	1	11	9	48	19	3	12	23	26	2	2	2	2	2	2	2	2	2	1	3	2	3	3	3	1	4	4	3	4	4	4	4	3	1	1	2	2	2	2	3	4	4	4	2	5	3	1	1	2	4	2	9	 	2	1	2	2	2	2	2	2	 	0	1	0	0	3	3	1	2	 	2	1.8434548857564
45	1	2	3	3	1	1	1	3	10	3	7	3	3	998	1	3	3	3	3	4	5	3	3	2	3	3	5	4	5	5	2	1	5	4	3	17	2	2	2	2	2	 	 	 	 	 	0	4	4	4	4	4	5	5	5	5	4	1	 	3	1	 	2	2	2	3	0	0	0	0	0	1	0	1	0	1	0	0	4	2	2	3	-1	-1	-1	-1	-1	-1	50	-1	3	3	2	3	2	3	2	3	3	3	3	3	3	3	3	2	5	5	5	5	5	5	4	4	2	2	2	2	2	2	1	3	2	2	2	5	5	2	2	1	6	2	1	1	2	2	2	2	2	2	2	2	1	0	0	1	0	4	4	4	2	 	2	1.2485027069877
75	3	1	4	9	2	1	1	2	7	2	5	1	1	999	1	5	5	3	3	2	4	4	4	5	4	4	5	4	5	3	5	3	5	4	3	7	2	1	1	1	3	2	4	3	 	 	3	5	5	4	5	5	5	5	5	5	5	1	 	3	1	 	2	2	2	2	0	0	1	0	0	1	0	0	0	1	0	0	5	3	3	1	43	-1	-1	-1	60	43	40	50	3	2	2	2	4	2	3	2	4	1	3	2	2	3	2	3	3	3	4	4	4	4	4	2	1	1	2	2	2	2	3	4	3	4	3	4	4	2	2	2	6	2	1	2	2	2	2	1	2	2	2	1	 	0	0	1	0	4	4	4	2	 	2	1.1675301117041
52	2	2	1	10	3	5	4	3	2	1	1	2	2	1000	1	4	3	5	5	5	5	3	5	5	5	5	5	4	2	3	4	3	3	5	3	6	1	1	2	1	1	2	4	1	1	 	4	4	4	4	3	5	5	5	5	4	1	2	 	3	2	 	3	2	2	2	0	0	0	1	0	0	0	0	0	0	1	0	3	-1	-1	-1	65	22	-1	-1	-1	50	3	97	2	4	4	3	4	4	4	3	3	4	4	3	4	4	3	3	5	3	4	3	4	5	5	4	1	2	1	1	1	2	3	4	5	4	2	4	4	2	2	1	3	2	1	1	2	1	3	3	1	2	2	2	 	0	0	1	0	4	4	4	2	 	2	.9020237763964
76	3	1	4	11	3	3	2	1	8	3	5	2	2	1001	2	5	5	3	5	4	3	5	5	5	5	5	5	5	5	2	5	5	5	5	5	2	1	2	1	2	2	3	1	 	 	 	2	3	4	2	5	5	4	4	5	5	4	 	2	3	 	4	3	2	3	3	0	0	1	0	0	1	0	0	0	1	0	0	2	2	2	2	73	66	67	50	31	35	32	30	1	1	3	3	2	2	2	2	2	1	2	2	2	2	2	2	2	3	4	2	2	3	3	3	2	1	1	1	1	2	5	3	2	2	3	2	4	2	1	1	6	2	1	1	1	2	2	1	2	2	2	2	 	0	1	0	0	1	3	4	2	 	2	.7250170522748
71	3	1	-1	12	4	5	4	1	11	3	5	3	3	1002	2	5	4	5	4	4	4	5	5	5	4	5	4	4	5	2	5	4	5	5	4	11	1	1	2	1	2	1	1	2	 	 	3	5	5	5	5	5	5	5	4	4	1	 	1	1	 	2	3	3	3	3	0	1	1	0	0	1	0	0	0	0	0	0	2	1	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	 	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	-1	-1	-1	-1	-1	-1	.4269113890701
71	3	2	4	9	2	1	1	2	8	3	5	1	1	1003	2	3	2	3	4	3	3	3	4	3	4	3	4	4	4	2	4	1	5	5	3	7	1	1	1	1	2	4	1	1	3	 	4	4	5	5	4	5	4	4	4	4	5	 	2	2	 	2	3	2	3	3	1	1	0	0	0	1	0	0	0	0	0	0	4	2	2	1	27	69	22	16	79	75	15	11	3	3	2	2	2	1	2	2	2	2	3	3	3	3	2	3	3	2	2	3	4	3	2	2	1	1	1	2	2	2	3	4	3	4	3	5	2	1	1	2	3	2	1	1	2	2	2	1	2	2	2	2	 	0	0	1	0	3	2	4	2	 	2	1.1778330680555
30	1	2	3	13	4	1	1	2	15	6	4	1	1	1004	2	4	4	4	4	5	2	5	4	4	5	5	5	4	5	3	5	4	5	5	5	11	2	1	2	3	1	2	5	 	 	 	2	4	5	4	3	5	5	5	4	4	4	 	1	1	 	1	2	3	3	3	1	0	1	0	0	1	0	0	0	0	0	0	3	2	4	4	5	-1	-1	-1	18	13	-1	18	4	3	4	1	2	4	3	3	3	3	3	2	2	2	2	3	4	4	5	3	3	4	4	4	2	2	2	2	2	2	5	4	4	4	3	3	4	2	2	2	6	2	1	2	1	3	3	3	3	3	3	3	 	0	0	1	0	3	3	1	2	 	1	1.1988096704826
54	2	1	3	13	4	3	2	1	13	4	1	1	1	1005	1	5	3	4	3	4	4	5	5	5	3	5	5	4	5	4	5	4	5	5	4	11	1	1	2	1	2	1	4	2	 	 	3	5	5	5	5	5	5	5	4	2	5	2	 	3	4	 	2	2	2	3	1	0	0	0	0	0	0	1	0	1	0	0	1	4	3	1	27	65	78	21	16	76	23	20	3	3	2	1	1	1	2	2	1	1	2	2	2	2	1	2	3	4	4	5	5	3	3	3	1	1	2	2	-1	2	4	5	4	4	2	3	1	2	1	1	4	2	2	 	1	2	2	2	2	2	2	2	 	1	0	0	0	3	3	4	2	 	2	.5124475899588
29	1	1	4	9	2	3	2	2	11	3	1	1	1	1006	1	4	2	3	4	4	4	3	3	4	4	4	3	3	3	3	3	3	2	3	3	 	2	2	2	2	2	 	 	 	 	 	0	3	3	3	3	4	4	4	4	4	3	1	 	3	4	 	1	1	2	2	0	1	0	0	0	0	0	0	0	1	0	0	4	4	4	4	-1	34	-1	-1	28	35	-1	-1	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	3	3	3	3	3	2	3	3	2	2	2	2	2	2	3	3	2	3	3	2	2	2	2	2	6	2	1	1	1	2	2	2	2	2	2	2	 	0	0	1	0	3	3	4	2	 	2	3.4330293087077
62	2	1	3	12	4	1	1	3	15	6	1	1	1	1007	1	4	2	4	4	2	2	5	3	3	4	3	4	3	4	2	4	4	5	5	4	11	3	3	3	3	3	 	 	 	 	 	0	5	5	1	4	4	4	4	4	5	1	1	 	2	4	 	2	2	2	3	0	1	0	0	0	0	0	0	0	1	0	1	5	4	5	5	7	19	86	80	14	28	92	6	2	2	2	3	1	1	1	2	2	3	2	2	2	1	1	1	3	3	4	4	3	4	4	4	2	1	2	2	2	2	2	3	3	2	2	1	1	1	2	2	4	2	1	2	1	2	2	2	2	2	2	2	 	0	0	1	0	3	3	4	1	2	2	.5997854025131
